"","club","value_eur","Year"
"29623","Athletic Club de Bilbao",2500000,"FIFA 18"
"29624","SD Eibar",2500000,"FIFA 18"
"29625","DSC Arminia Bielefeld",2500000,"FIFA 18"
"29626","Kashiwa Reysol",2200000,"FIFA 18"
"29627","Vissel Kobe",2100000,"FIFA 18"
"29628","Columbus Crew SC",2200000,"FIFA 18"
"29629","Portimonense SC",2100000,"FIFA 18"
"29630","FC Ingolstadt 04",2400000,"FIFA 18"
"29631","FC Ural Yekaterinburg",2400000,"FIFA 18"
"29632","Reading",2100000,"FIFA 18"
"29633","Waasland-Beveren",1800000,"FIFA 18"
"29634","Eintracht Braunschweig",2400000,"FIFA 18"
"29635","FC Groningen",2000000,"FIFA 18"
"29636","Frosinone",2100000,"FIFA 18"
"29637","FC Ural Yekaterinburg",2100000,"FIFA 18"
"29638","Crotone",2000000,"FIFA 18"
"29639","1. FC Union Berlin",1800000,"FIFA 18"
"29640","SC Braga",2400000,"FIFA 18"
"29641","Girona FC",2400000,"FIFA 18"
"29642","CD Numancia",2400000,"FIFA 18"
"29643","Standard de Liège",2000000,"FIFA 18"
"29644","Monarcas Morelia",2400000,"FIFA 18"
"29645","CD Leganés",2400000,"FIFA 18"
"29646","Club Atlético Colón",2100000,"FIFA 18"
"29647","Portland Timbers",2000000,"FIFA 18"
"29648","AZ Alkmaar",2500000,"FIFA 18"
"29649","Sporting Kansas City",2000000,"FIFA 18"
"29650","FC Girondins de Bordeaux",2000000,"FIFA 18"
"29651","FC Utrecht",2500000,"FIFA 18"
"29652","Real Sporting de Gijón",2400000,"FIFA 18"
"29653","Estudiantes de La Plata",2000000,"FIFA 18"
"29654","SK Rapid Wien",2400000,"FIFA 18"
"29655","Brentford",2100000,"FIFA 18"
"29656","Gimnàstic de Tarragona",2400000,"FIFA 18"
"29657","Real Betis",2100000,"FIFA 18"
"29658","SC Braga",2100000,"FIFA 18"
"29659","SK Rapid Wien",2500000,"FIFA 18"
"29660","Lech Poznań",2000000,"FIFA 18"
"29661","Valencia CF",2000000,"FIFA 18"
"29662","Stade Rennais FC",1700000,"FIFA 18"
"29663","Columbus Crew SC",2000000,"FIFA 18"
"29664","Newcastle United",2000000,"FIFA 18"
"29665","Athletic Club de Bilbao",2000000,"FIFA 18"
"29666","Randers FC",2000000,"FIFA 18"
"29667","Tottenham Hotspur",1700000,"FIFA 18"
"29668","Club Brugge KV",1700000,"FIFA 18"
"29669","Racing Club de Lens",2000000,"FIFA 18"
"29670","Heracles Almelo",2400000,"FIFA 18"
"29671","CF Reus Deportiu",2400000,"FIFA 18"
"29672","Panathinaikos FC",1700000,"FIFA 18"
"29673","SV Zulte-Waregem",2000000,"FIFA 18"
"29674","Parma",2400000,"FIFA 18"
"29675","Roda JC Kerkrade",2400000,"FIFA 18"
"29676","Patriotas Boyacá FC",2000000,"FIFA 18"
"29677","Deportes Tolima",2000000,"FIFA 18"
"29678","Santos Laguna",2000000,"FIFA 18"
"29679","Spezia",1700000,"FIFA 18"
"29680","1. FC Nürnberg",2000000,"FIFA 18"
"29681","Incheon United FC",2300000,"FIFA 18"
"29682","PEC Zwolle",2400000,"FIFA 18"
"29683","FK Austria Wien",2400000,"FIFA 18"
"29684","Gimnasia y Esgrima La Plata",2400000,"FIFA 18"
"29685","Fiorentina",2000000,"FIFA 18"
"29686","Norwich City",2000000,"FIFA 18"
"29687","FC Tosno",2000000,"FIFA 18"
"29688","KV Kortrijk",1700000,"FIFA 18"
"29689","Montpellier HSC",1900000,"FIFA 18"
"29690","Preston North End",1600000,"FIFA 18"
"29691","Carpi",1600000,"FIFA 18"
"29692","Sparta Praha",2300000,"FIFA 18"
"29693","Newcastle United",1600000,"FIFA 18"
"29694","Sunderland",1900000,"FIFA 18"
"29695","Chievo Verona",1600000,"FIFA 18"
"29696","FC Ufa",1900000,"FIFA 18"
"29697","Derby County",2300000,"FIFA 18"
"29698","Nottingham Forest",1900000,"FIFA 18"
"29699","Grasshopper Club Zürich",2400000,"FIFA 18"
"29700","FC Anzhi Makhachkala",2000000,"FIFA 18"
"29701","KAA Gent",1900000,"FIFA 18"
"29702","1. FC Heidenheim 1846",2000000,"FIFA 18"
"29703","Pohang Steelers",2000000,"FIFA 18"
"29704","FC Groningen",2300000,"FIFA 18"
"29705","FC Utrecht",2300000,"FIFA 18"
"29706","FC København",2300000,"FIFA 18"
"29707","Clube Sport Marítimo",1900000,"FIFA 18"
"29708","AJ Auxerre",2400000,"FIFA 18"
"29709","DSC Arminia Bielefeld",1900000,"FIFA 18"
"29710","SK Sturm Graz",2000000,"FIFA 18"
"29711","Cádiz CF",2000000,"FIFA 18"
"29712","PEC Zwolle",2300000,"FIFA 18"
"29713","SV Sandhausen",1900000,"FIFA 18"
"29714","AEK Athens",2300000,"FIFA 18"
"29715","Amkar Perm",1900000,"FIFA 18"
"29716","Atlético Nacional",2400000,"FIFA 18"
"29717","Real Zaragoza",2400000,"FIFA 18"
"29718","KV Kortrijk",2300000,"FIFA 18"
"29719","Independiente Medellín",1900000,"FIFA 18"
"29720","Club Atlético Lanús",1900000,"FIFA 18"
"29721","SG Dynamo Dresden",2000000,"FIFA 18"
"29722","Udinese",2000000,"FIFA 18"
"29723","Deportivo Cali",2300000,"FIFA 18"
"29724","Preston North End",2300000,"FIFA 18"
"29725","KV Mechelen",2000000,"FIFA 18"
"29726","Real Zaragoza",1900000,"FIFA 18"
"29727","KV Mechelen",2300000,"FIFA 18"
"29728","Dijon FCO",1900000,"FIFA 18"
"29729","FC Nantes",1900000,"FIFA 18"
"29730","Antalyaspor",1900000,"FIFA 18"
"29731","Excelsior",2300000,"FIFA 18"
"29732","Sparta Rotterdam",1700000,"FIFA 18"
"29733","Queens Park Rangers",2200000,"FIFA 18"
"29734","Queens Park Rangers",1900000,"FIFA 18"
"29735","Sheffield United",2200000,"FIFA 18"
"29736","Panathinaikos FC",1800000,"FIFA 18"
"29737","SPAL",1800000,"FIFA 18"
"29738","Odds BK",1800000,"FIFA 18"
"29739","Cesena",2200000,"FIFA 18"
"29740","Barnsley",2200000,"FIFA 18"
"29741","Brentford",2200000,"FIFA 18"
"29742","Aalborg BK",1800000,"FIFA 18"
"29743","Derby County",2200000,"FIFA 18"
"29744","Crotone",1800000,"FIFA 18"
"29745","UD Almería",1800000,"FIFA 18"
"29746","Rosenborg BK",2200000,"FIFA 18"
"29747","Monarcas Morelia",2200000,"FIFA 18"
"29748","Gençlerbirliği SK",2200000,"FIFA 18"
"29749","Heart of Midlothian",2200000,"FIFA 18"
"29750","Rayo Vallecano",2200000,"FIFA 18"
"29751","SK Rapid Wien",1800000,"FIFA 18"
"29752","CD Lugo",2200000,"FIFA 18"
"29753","1. FC Nürnberg",2300000,"FIFA 18"
"29754","New York Red Bulls",2200000,"FIFA 18"
"29755","Getafe CF",2200000,"FIFA 18"
"29756","Barnsley",1800000,"FIFA 18"
"29757","Eintracht Frankfurt",2200000,"FIFA 18"
"29758","Nîmes Olympique",2200000,"FIFA 18"
"29759","Preston North End",1500000,"FIFA 18"
"29760","FC St. Gallen",1900000,"FIFA 18"
"29761","Atiker Konyaspor",2200000,"FIFA 18"
"29762","SG Dynamo Dresden",1800000,"FIFA 18"
"29763","Girona FC",2300000,"FIFA 18"
"29764","Jaguares de Córdoba",2200000,"FIFA 18"
"29765","Club Atlético Temperley",2200000,"FIFA 18"
"29766","Getafe CF",1900000,"FIFA 18"
"29767","Standard de Liège",1800000,"FIFA 18"
"29768","Walsall",2200000,"FIFA 18"
"29769","Cerezo Osaka",1800000,"FIFA 18"
"29770","Atiker Konyaspor",1900000,"FIFA 18"
"29771","Godoy Cruz",2200000,"FIFA 18"
"29772","Cultural Leonesa",2200000,"FIFA 18"
"29773","Independiente Medellín",2300000,"FIFA 18"
"29774","Kashima Antlers",2200000,"FIFA 18"
"29775","Cádiz CF",1800000,"FIFA 18"
"29776","Eintracht Braunschweig",1900000,"FIFA 18"
"29777","Sporting de Charleroi",2300000,"FIFA 18"
"29778","IFK Göteborg",2100000,"FIFA 18"
"29779","Scunthorpe United",2100000,"FIFA 18"
"29780","Crystal Palace",2100000,"FIFA 18"
"29781","Gençlerbirliği SK",1700000,"FIFA 18"
"29782","Crotone",2200000,"FIFA 18"
"29783","FC Lorient",1700000,"FIFA 18"
"29784","Santos Laguna",2100000,"FIFA 18"
"29785","FC Krasnodar",1800000,"FIFA 18"
"29786","Tigres U.A.N.L.",1800000,"FIFA 18"
"29787","Arsenal Tula",1700000,"FIFA 18"
"29788","Real Zaragoza",1700000,"FIFA 18"
"29789","Birmingham City",2100000,"FIFA 18"
"29790","Kayserispor",1500000,"FIFA 18"
"29791","AS Saint-Étienne",1800000,"FIFA 18"
"29792","Feyenoord",1800000,"FIFA 18"
"29793","FC Würzburger Kickers",1800000,"FIFA 18"
"29794","IFK Norrköping",1500000,"FIFA 18"
"29795","Independiente Medellín",2200000,"FIFA 18"
"29796","Sporting Lokeren",1800000,"FIFA 18"
"29797","Queens Park Rangers",1800000,"FIFA 18"
"29798","SpVgg Greuther Fürth",2200000,"FIFA 18"
"29799","Celtic",1800000,"FIFA 18"
"29800","Sint-Truidense VV",2100000,"FIFA 18"
"29801","FC Twente",1800000,"FIFA 18"
"29802","Kasimpaşa SK",1800000,"FIFA 18"
"29803","FC Nantes",2200000,"FIFA 18"
"29804","CD Feirense",1800000,"FIFA 18"
"29805","Al Ahli",1700000,"FIFA 18"
"29806","Huddersfield Town",1800000,"FIFA 18"
"29807","Benevento",1500000,"FIFA 18"
"29808","Cruz Azul",1800000,"FIFA 18"
"29809","Eintracht Braunschweig",1800000,"FIFA 18"
"29810","Sporting de Charleroi",1800000,"FIFA 18"
"29811","Junior FC",1700000,"FIFA 18"
"29812","Vélez Sarsfield",1700000,"FIFA 18"
"29813","Al Ahli",1800000,"FIFA 18"
"29814","Antalyaspor",1800000,"FIFA 18"
"29815","Club Necaxa",2200000,"FIFA 18"
"29816","Boavista FC",1800000,"FIFA 18"
"29817","Clube Sport Marítimo",2200000,"FIFA 18"
"29818","Al Nassr",2200000,"FIFA 18"
"29819","Benevento",2000000,"FIFA 18"
"29820","Queens Park Rangers",2100000,"FIFA 18"
"29821","VfB Stuttgart",1400000,"FIFA 18"
"29822","Santos Laguna",1600000,"FIFA 18"
"29823","Rosenborg BK",2100000,"FIFA 18"
"29824","Querétaro",1700000,"FIFA 18"
"29825","FC Metz",2100000,"FIFA 18"
"29826","FC Red Bull Salzburg",1600000,"FIFA 18"
"29827","Benevento",2100000,"FIFA 18"
"29828","FC Nantes",1700000,"FIFA 18"
"29829","Querétaro",2000000,"FIFA 18"
"29830","Toronto FC",1700000,"FIFA 18"
"29831","Seattle Sounders FC",1600000,"FIFA 18"
"29832","Dijon FCO",1400000,"FIFA 18"
"29833","Kardemir Karabükspor",2100000,"FIFA 18"
"29834","Atlanta United",1700000,"FIFA 18"
"29835","Cultural Leonesa",2100000,"FIFA 18"
"29836","Columbus Crew SC",1700000,"FIFA 18"
"29837","1. FC Heidenheim 1846",1600000,"FIFA 18"
"29838","Monarcas Morelia",2100000,"FIFA 18"
"29839","Akhisar Belediyespor",2100000,"FIFA 18"
"29840","Middlesbrough",1400000,"FIFA 18"
"29841","Legia Warszawa",2100000,"FIFA 18"
"29842","Córdoba CF",1600000,"FIFA 18"
"29843","CD Numancia",2100000,"FIFA 18"
"29844","Orlando City SC",2000000,"FIFA 18"
"29845","US Salernitana 1919",1700000,"FIFA 18"
"29846","AJ Auxerre",1700000,"FIFA 18"
"29847","Heart of Midlothian",2100000,"FIFA 18"
"29848","Kayserispor",1700000,"FIFA 18"
"29849","Albacete BP",2100000,"FIFA 18"
"29850","FC St. Pauli",1400000,"FIFA 18"
"29851","Tours FC",1600000,"FIFA 18"
"29852","Stade Malherbe Caen",2100000,"FIFA 18"
"29853","Holstein Kiel",1700000,"FIFA 18"
"29854","Deportivo Pasto",2100000,"FIFA 18"
"29855","América de Cali",1700000,"FIFA 18"
"29856","FC København",2000000,"FIFA 18"
"29857","DC United",1700000,"FIFA 18"
"29858","Kasimpaşa SK",1700000,"FIFA 18"
"29859","Club Atlético Colón",1600000,"FIFA 18"
"29860","Club Tijuana",1600000,"FIFA 18"
"29861","CD Numancia",1400000,"FIFA 18"
"29862","Club Atlético Lanús",1700000,"FIFA 18"
"29863","San Martín de San Juan",1600000,"FIFA 18"
"29864","Once Caldas",1600000,"FIFA 18"
"29865","Urawa Red Diamonds",2100000,"FIFA 18"
"29866","Cádiz CF",2100000,"FIFA 18"
"29867","Alanyaspor",2000000,"FIFA 18"
"29868","Wisła Kraków",2100000,"FIFA 18"
"29869","KV Oostende",1600000,"FIFA 18"
"29870","Portimonense SC",375000,"FIFA 18"
"29871","AIK",750000,"FIFA 18"
"29872","Scunthorpe United",425000,"FIFA 18"
"29873","CF Reus Deportiu",1000000,"FIFA 18"
"29874","Wisła Kraków",240000,"FIFA 18"
"29875","Perugia",575000,"FIFA 18"
"29876","CD Numancia",600000,"FIFA 18"
"29877","Rangers FC",625000,"FIFA 18"
"29878","Melbourne City FC",600000,"FIFA 18"
"29879","Dijon FCO",240000,"FIFA 18"
"29880","Cardiff City",1000000,"FIFA 18"
"29881","FC Schalke 04",1000000,"FIFA 18"
"29882","Cesena",725000,"FIFA 18"
"29883","Cádiz CF",120000,"FIFA 18"
"29884","Real Valladolid CF",240000,"FIFA 18"
"29885","En Avant de Guingamp",600000,"FIFA 18"
"29886","AS Nancy Lorraine",625000,"FIFA 18"
"29887","FC Red Bull Salzburg",725000,"FIFA 18"
"29888","Hibernian",675000,"FIFA 18"
"29889","Pescara",240000,"FIFA 18"
"29890","Novara",725000,"FIFA 18"
"29891","Atiker Konyaspor",725000,"FIFA 18"
"29892","Göztepe SK",975000,"FIFA 18"
"29893","Kasimpaşa SK",1600000,"FIFA 18"
"29894","Aalborg BK",1000000,"FIFA 18"
"29895","Venezia FC",925000,"FIFA 18"
"29896","Roma",120000,"FIFA 18"
"29897","Sporting Lokeren",1200000,"FIFA 18"
"29898","AJ Auxerre",1400000,"FIFA 18"
"29899","AS Nancy Lorraine",1000000,"FIFA 18"
"29900","Górnik Zabrze",1100000,"FIFA 18"
"29901","Brisbane Roar",1100000,"FIFA 18"
"29902","SV Zulte-Waregem",1600000,"FIFA 18"
"29903","Monarcas Morelia",240000,"FIFA 18"
"29904","Kashima Antlers",240000,"FIFA 18"
"29905","Kashima Antlers",120000,"FIFA 18"
"29906","Southend United",1600000,"FIFA 18"
"29907","Estudiantes de La Plata",240000,"FIFA 18"
"29908","Club Atlético Huracán",375000,"FIFA 18"
"29909","Newell's Old Boys",240000,"FIFA 18"
"29910","Akhisar Belediyespor",1600000,"FIFA 18"
"29911","Antalyaspor",1500000,"FIFA 18"
"29912","FC Luzern",675000,"FIFA 18"
"29913","Kardemir Karabükspor",120000,"FIFA 18"
"29914","Getafe CF",240000,"FIFA 18"
"29915","Cádiz CF",925000,"FIFA 18"
"29916","Real Betis",900000,"FIFA 18"
"29917","Legia Warszawa",120000,"FIFA 18"
"29918","SV Zulte-Waregem",375000,"FIFA 18"
"29919","Eintracht Braunschweig",1100000,"FIFA 18"
"29920","Tours FC",1400000,"FIFA 18"
"29921","Wolverhampton Wanderers",1100000,"FIFA 18"
"29922","Lech Poznań",725000,"FIFA 18"
"29923","Nottingham Forest",1200000,"FIFA 18"
"29924","Independiente Medellín",600000,"FIFA 18"
"29925","Tigres U.A.N.L.",600000,"FIFA 18"
"29926","Lobos BUAP",425000,"FIFA 18"
"29927","Orlando City SC",1000000,"FIFA 18"
"29928","BK Häcken",1000000,"FIFA 18"
"29929","FC Metz",675000,"FIFA 18"
"29930","Cruz Azul",600000,"FIFA 18"
"29931","Deportivo Toluca",1200000,"FIFA 18"
"29932","SV Darmstadt 98",1200000,"FIFA 18"
"29933","FC København",1300000,"FIFA 18"
"29934","Reading",1500000,"FIFA 18"
"29935","FC Sion",1400000,"FIFA 18"
"29936","Audax Italiano",1500000,"FIFA 18"
"29937","Unión Española",675000,"FIFA 18"
"29938","CD O'Higgins",1600000,"FIFA 18"
"29939","Audax Italiano",725000,"FIFA 18"
"29940","Curicó Unido",1900000,"FIFA 18"
"29941","Club Deportes Temuco",1300000,"FIFA 18"
"29942","CD Everton de Viña del Mar",675000,"FIFA 18"
"29943","Audax Italiano",1600000,"FIFA 18"
"29944","CD Palestino",1400000,"FIFA 18"
"29945","San Luis de Quillota",1400000,"FIFA 18"
"29946","CD Antofagasta",1400000,"FIFA 18"
"29947","Deportes Iquique",1900000,"FIFA 18"
"29948","Deportes Iquique",1700000,"FIFA 18"
"29949","CD Everton de Viña del Mar",1700000,"FIFA 18"
"29950","Santiago Wanderers",1100000,"FIFA 18"
"29951","CD Antofagasta",1800000,"FIFA 18"
"29952","Club Deportes Temuco",1400000,"FIFA 18"
"29953","Santiago Wanderers",1500000,"FIFA 18"
"29954","CD Everton de Viña del Mar",1200000,"FIFA 18"
"29955","Unión Española",1700000,"FIFA 18"
"29956","Club Deportes Temuco",1500000,"FIFA 18"
"29957","Curicó Unido",1700000,"FIFA 18"
"29958","Audax Italiano",1100000,"FIFA 18"
"29959","Kardemir Karabükspor",550000,"FIFA 18"
"29960","GFC Ajaccio",500000,"FIFA 18"
"29961","SK Brann",1000000,"FIFA 18"
"29962","Sassuolo",875000,"FIFA 18"
"29963","AC Ajaccio",1600000,"FIFA 18"
"29964","Blackburn Rovers",1300000,"FIFA 18"
"29965","Portland Timbers",1000000,"FIFA 18"
"29966","Preston North End",1300000,"FIFA 18"
"29967","Sheffield United",1600000,"FIFA 18"
"29968","Middlesbrough",1200000,"FIFA 18"
"29969","Cultural Leonesa",1300000,"FIFA 18"
"29970","Orlando City SC",1600000,"FIFA 18"
"29971","Brisbane Roar",550000,"FIFA 18"
"29972","Queens Park Rangers",1400000,"FIFA 18"
"29973"," SSV Jahn Regensburg",1400000,"FIFA 18"
"29974","Gimnasia y Esgrima La Plata",925000,"FIFA 18"
"29975","Göztepe SK",1600000,"FIFA 18"
"29976","Pogoń Szczecin",425000,"FIFA 18"
"29977","Pohang Steelers",1600000,"FIFA 18"
"29978","Aberdeen",550000,"FIFA 18"
"29979","Amkar Perm",550000,"FIFA 18"
"29980","Amkar Perm",1700000,"FIFA 18"
"29981","New York Red Bulls",725000,"FIFA 18"
"29982","FC Ural Yekaterinburg",1700000,"FIFA 18"
"29983","Al Hilal",600000,"FIFA 18"
"29984","Derby County",1700000,"FIFA 18"
"29985","Ipswich Town",1800000,"FIFA 18"
"29986","Pogoń Szczecin",1400000,"FIFA 18"
"29987","Birmingham City",1700000,"FIFA 18"
"29988","Burton Albion",1400000,"FIFA 18"
"29989","Yokohama F. Marinos",1800000,"FIFA 18"
"29990","Birmingham City",1400000,"FIFA 18"
"29991","Ipswich Town",1500000,"FIFA 18"
"29992","Pescara",1200000,"FIFA 18"
"29993","Al Raed",1600000,"FIFA 18"
"29994","SD Huesca",1200000,"FIFA 18"
"29995","UD Almería",1400000,"FIFA 18"
"29996","Bruk-Bet Termalica Nieciecza",725000,"FIFA 18"
"29997","AD Alcorcón",1000000,"FIFA 18"
"29998","Standard de Liège",1300000,"FIFA 18"
"29999","Le Havre AC",1700000,"FIFA 18"
"30000","CF Reus Deportiu",1100000,"FIFA 18"
"30001","FC Red Bull Salzburg",1300000,"FIFA 18"
"30002","Preston North End",1400000,"FIFA 18"
"30003","Charlton Athletic",1400000,"FIFA 18"
"30004","Brighton & Hove Albion",1800000,"FIFA 18"
"30005","Atlético Bucaramanga",725000,"FIFA 18"
"30006","Chamois Niortais Football Club",1000000,"FIFA 18"
"30007","Sporting Lokeren",1600000,"FIFA 18"
"30008","Real Salt Lake",1800000,"FIFA 18"
"30009","Kawasaki Frontale",1000000,"FIFA 18"
"30010","Atlético Nacional",1000000,"FIFA 18"
"30011","Birmingham City",1800000,"FIFA 18"
"30012","1. FC Heidenheim 1846",1300000,"FIFA 18"
"30013","1. FC Nürnberg",1600000,"FIFA 18"
"30014","Cruz Azul",1400000,"FIFA 18"
"30015","SC Freiburg",1000000,"FIFA 18"
"30016","FC St. Pauli",1300000,"FIFA 18"
"30017","Club León",1000000,"FIFA 18"
"30018","Bari",1100000,"FIFA 18"
"30019","Real Sporting de Gijón",1300000,"FIFA 18"
"30020","FC Twente",1700000,"FIFA 18"
"30021","Genoa",1800000,"FIFA 18"
"30022","Cardiff City",1800000,"FIFA 18"
"30023","DC United",1800000,"FIFA 18"
"30024","KV Oostende",1300000,"FIFA 18"
"30025","Kayserispor",1800000,"FIFA 18"
"30026","Kashima Antlers",1500000,"FIFA 18"
"30027","Malmö FF",1200000,"FIFA 18"
"30028","Stade de Reims",1200000,"FIFA 18"
"30029","Tours FC",1800000,"FIFA 18"
"30030","SCR Altach",1200000,"FIFA 18"
"30031","Orlando Pirates",900000,"FIFA 18"
"30032","Stade Rennais FC",1900000,"FIFA 18"
"30033","Göztepe SK",1300000,"FIFA 18"
"30034","Independiente Medellín",725000,"FIFA 18"
"30035","Stade Brestois 29",1300000,"FIFA 18"
"30036","Hellas Verona",1300000,"FIFA 18"
"30037","Middlesbrough",1500000,"FIFA 18"
"30038","Wolverhampton Wanderers",1800000,"FIFA 18"
"30039","Frosinone",1300000,"FIFA 18"
"30040","PEC Zwolle",1400000,"FIFA 18"
"30041","Real Oviedo",725000,"FIFA 18"
"30042","Vålerenga Fotball",1600000,"FIFA 18"
"30043","Puebla FC",1500000,"FIFA 18"
"30044","FC Zürich",1900000,"FIFA 18"
"30045","Perugia",1700000,"FIFA 18"
"30046","US Salernitana 1919",675000,"FIFA 18"
"30047","Palermo",1500000,"FIFA 18"
"30048","Novara",1800000,"FIFA 18"
"30049","Nottingham Forest",1400000,"FIFA 18"
"30050","Liverpool",1200000,"FIFA 18"
"30051","En Avant de Guingamp",1200000,"FIFA 18"
"30052","Athletic Club de Bilbao",1600000,"FIFA 18"
"30053","Wisła Kraków",1400000,"FIFA 18"
"30054","Perugia",1300000,"FIFA 18"
"30055","Rayo Vallecano",925000,"FIFA 18"
"30056","UD Almería",900000,"FIFA 18"
"30057","Amiens SC",1200000,"FIFA 18"
"30058","Santos Laguna",1800000,"FIFA 18"
"30059","Monarcas Morelia",1400000,"FIFA 18"
"30060","Hull City",1800000,"FIFA 18"
"30061","Arsenal Tula",1300000,"FIFA 18"
"30062","FC Rostov",1400000,"FIFA 18"
"30063","BK Häcken",1900000,"FIFA 18"
"30064","Fortuna Düsseldorf",1800000,"FIFA 18"
"30065","Al Taawoun",120000,"FIFA 18"
"30066","Os Belenenses",1900000,"FIFA 18"
"30067","Dijon FCO",1300000,"FIFA 18"
"30068","Cittadella",750000,"FIFA 18"
"30069","Wisła Płock",1700000,"FIFA 18"
"30070","Deportivo Toluca",1300000,"FIFA 18"
"30071","Real Zaragoza",1100000,"FIFA 18"
"30072","US Cremonese",1300000,"FIFA 18"
"30073","Brighton & Hove Albion",1900000,"FIFA 18"
"30074","Columbus Crew SC",1200000,"FIFA 18"
"30075","Akhisar Belediyespor",1500000,"FIFA 18"
"30076","VfR Aalen",1700000,"FIFA 18"
"30077","Lech Poznań",1300000,"FIFA 18"
"30078","Bolton Wanderers",1700000,"FIFA 18"
"30079","Perugia",1200000,"FIFA 18"
"30080","Omiya Ardija",1400000,"FIFA 18"
"30081","Real Sociedad",1100000,"FIFA 18"
"30082","Sandecja Nowy Sącz",1800000,"FIFA 18"
"30083","Granada CF",1700000,"FIFA 18"
"30084","Real Oviedo",1400000,"FIFA 18"
"30085","Sporting Kansas City",1300000,"FIFA 18"
"30086","Hellas Verona",1900000,"FIFA 18"
"30087","Lech Poznań",1100000,"FIFA 18"
"30088","Rio Ave FC",1800000,"FIFA 18"
"30089","Brøndby IF",1800000,"FIFA 18"
"30090","SK Sturm Graz",1900000,"FIFA 18"
"30091","Al Shabab",1100000,"FIFA 18"
"30092","Al Fayha",1200000,"FIFA 18"
"30093","Cerezo Osaka",1400000,"FIFA 18"
"30094","Crotone",1900000,"FIFA 18"
"30095","BK Häcken",1600000,"FIFA 18"
"30096","Club Atlético Lanús",1200000,"FIFA 18"
"30097","VfL Bochum 1848",1400000,"FIFA 18"
"30098","Kardemir Karabükspor",1200000,"FIFA 18"
"30099","Al Raed",1300000,"FIFA 18"
"30100","Atlético Tucumán",1400000,"FIFA 18"
"30101","RC Strasbourg Alsace",1500000,"FIFA 18"
"30102","Cardiff City",1500000,"FIFA 18"
"30103","FC Sochaux-Montbéliard",1800000,"FIFA 18"
"30104","UD Almería",1200000,"FIFA 18"
"30105","Karlsruher SC",1800000,"FIFA 18"
"30106","Real Sporting de Gijón",1700000,"FIFA 18"
"30107","FC Anzhi Makhachkala",1900000,"FIFA 18"
"30108","Urawa Red Diamonds",1300000,"FIFA 18"
"30109","Motherwell",2000000,"FIFA 18"
"30110","FC Ural Yekaterinburg",1000000,"FIFA 18"
"30111","Club Atlético Talleres",1800000,"FIFA 18"
"30112","PAOK",1100000,"FIFA 18"
"30113","Fortuna Düsseldorf",1400000,"FIFA 18"
"30114","Deportivo Toluca",1000000,"FIFA 18"
"30115","Yeni Malatyaspor",1700000,"FIFA 18"
"30116","US Salernitana 1919",1300000,"FIFA 18"
"30117","Fulham",1400000,"FIFA 18"
"30118","CD Tenerife",725000,"FIFA 18"
"30119","Córdoba CF",1800000,"FIFA 18"
"30120","Holstein Kiel",1900000,"FIFA 18"
"30121","Montpellier HSC",1800000,"FIFA 18"
"30122","Eintracht Braunschweig",1700000,"FIFA 18"
"30123","Alanyaspor",1400000,"FIFA 18"
"30124","Medipol Başakşehir FK",1600000,"FIFA 18"
"30125","Jeonnam Dragons",1900000,"FIFA 18"
"30126","FC Sion",1500000,"FIFA 18"
"30127","Angers SCO",1500000,"FIFA 18"
"30128","Kayserispor",1200000,"FIFA 18"
"30129","SV Darmstadt 98",1800000,"FIFA 18"
"30130","Atlético Bucaramanga",1600000,"FIFA 18"
"30131","Akhisar Belediyespor",1400000,"FIFA 18"
"30132","FC Metz",1400000,"FIFA 18"
"30133","Jeju United FC",1300000,"FIFA 18"
"30134","Jeju United FC",1500000,"FIFA 18"
